"code","labels","SBI1","SBI2","SBI3","SBI4","SBI.level"
"87.90.2","Maatschappelijk opvang met overnachting ","Q","87","9","0","SBI4"
"88","Maatschappelijke dienstverlening zonder overnachting","Q","88",,,"SBI2"
"88.1","Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten","Q","88","1",,"SBI3"
"88.10","Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten ","Q","88","1","0","SBI4"
"88.10.1","Thuiszorg","Q","88","1","0","SBI4"
"88.10.2","Welzijnswerk voor ouderen","Q","88","1","0","SBI4"
"88.10.3","Ondersteuning en begeleiding van gehandicapten","Q","88","1","0","SBI4"
"88.9","Maatschappelijke dienstverlening zonder overnachting niet specifiek gericht op ouderen en ","Q","88","9",,"SBI3"
"88.91","Kinderopvang en peuterspeelzaalwerk","Q","88","9","1","SBI4"
"88.91.1","Kinderopvang","Q","88","9","1","SBI4"
"88.91.2","Peuterspeelzaalwerk","Q","88","9","1","SBI4"
"88.99","Ambulante jeugdzorg, maatschappelijk werk en advies en lokaal welzijnswerk ","Q","88","9","9","SBI4"
"88.99.1","Ambulante jeugdzorg","Q","88","9","9","SBI4"
"88.99.2","Maatschappelijk werk ","Q","88","9","9","SBI4"
"88.99.3","Lokaal welzijnswerk","Q","88","9","9","SBI4"
"88.99.9","Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van","Q","88","9","9","SBI4"
"R","Cultuur, sport en recreatie","R",,,,"SBI1"
"90","Kunst","R","90",,,"SBI2"
"90.0","Kunst","R","90","0",,"SBI3"
"90.01","Podiumkunst en -vermaak","R","90","0","1","SBI4"
"90.01.1","Beoefening van podiumkunst","R","90","0","1","SBI4"
"90.01.2","Producenten van podiumkunst","R","90","0","1","SBI4"
"90.01.3","Circus en variété","R","90","0","1","SBI4"
"90.02","Dienstverlening voor uitvoerende kunst","R","90","0","2","SBI4"
"90.03","Schrijven en overige scheppende kunst","R","90","0","3","SBI4"
"90.04","Theaters, schouwburgen en evenementenhallen ","R","90","0","4","SBI4"
"90.04.1","Theaters en schouwburgen","R","90","0","4","SBI4"
"90.04.2","Evenementenhallen","R","90","0","4","SBI4"
"91","Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud","R","91",,,"SBI2"
"91.0","Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud","R","91","0",,"SBI3"
"91.01","Culturele uitleencentra en openbare archieven","R","91","0","1","SBI4"
"91.01.1","Openbare bibliotheken","R","91","0","1","SBI4"
"91.01.2","Kunstuitleencentra","R","91","0","1","SBI4"
"91.01.9","Overige culturele uitleencentra en openbare archieven","R","91","0","1","SBI4"
"91.02","Musea, kunstgalerieën en -expositieruimten","R","91","0","2","SBI4"
"91.02.1","Musea","R","91","0","2","SBI4"
"91.02.2","Kunstgalerieën en -expositieruimten","R","91","0","2","SBI4"
"91.03","Monumentenzorg","R","91","0","3","SBI4"
"91.04","Dieren- en plantentuinen; natuurbehoud ","R","91","0","4","SBI4"
"91.04.1","Dieren- en plantentuinen, kinderboerderijen","R","91","0","4","SBI4"
"91.04.2","Natuurbehoud","R","91","0","4","SBI4"
"92","Loterijen en kansspelen","R","92",,,"SBI2"
"92.0","Loterijen en kansspelen","R","92","0",,"SBI3"
"92.00","Loterijen en kansspelen","R","92","0","0","SBI4"
"92.00.1","Loterijen en kansspelen (geen amusementsautomaten)","R","92","0","0","SBI4"
"92.00.9","Exploitatie van amusements- en speelautomaten","R","92","0","0","SBI4"
"93","Sport en recreatie","R","93",,,"SBI2"
"93.1","Sport","R","93","1",,"SBI3"
"93.11","Sportaccommodaties","R","93","1","1","SBI4"
"93.11.1","Zwembaden","R","93","1","1","SBI4"
"93.11.2","Sporthallen, sportzalen en gymzalen","R","93","1","1","SBI4"
"93.11.3","Sportvelden","R","93","1","1","SBI4"
"93.11.9","Overige sportaccommodaties","R","93","1","1","SBI4"
"93.12","Buitensport","R","93","1","2","SBI4"
"93.12.1","Veldvoetbal","R","93","1","2","SBI4"
"93.12.2","Veldsport in teamverband (geen voetbal) ","R","93","1","2","SBI4"
"93.12.3","Atletiek","R","93","1","2","SBI4"
"93.12.4","Tennis","R","93","1","2","SBI4"
"93.12.5","Paardensport en maneges","R","93","1","2","SBI4"
"93.12.6","Wielersport","R","93","1","2","SBI4"
"93.12.7","Auto- en motorsport","R","93","1","2","SBI4"
"93.12.8","Wintersport","R","93","1","2","SBI4"
"93.12.9","Overige buitensport","R","93","1","2","SBI4"
"93.13","Fitnesscentra","R","93","1","3","SBI4"
"93.14","Binnensport","R","93","1","4","SBI4"
"93.14.1","Individuele zaalsport ","R","93","1","4","SBI4"
"93.14.2","Zaalsport in teamverband","R","93","1","4","SBI4"
"93.14.3","Kracht- en vechtsport","R","93","1","4","SBI4"
"93.14.4","Bowlen, kegelen, biljarten e.d.","R","93","1","4","SBI4"
"93.14.5","Denksport","R","93","1","4","SBI4"
"93.14.6","Sportscholen","R","93","1","4","SBI4"
"93.14.9","Overige binnensport en omnisport","R","93","1","4","SBI4"
"93.15","Watersport","R","93","1","5","SBI4"
"93.15.1","Zwem- en onderwatersport","R","93","1","5","SBI4"
"93.15.2","Roei-, kano-, zeil- en surfsport e.d.","R","93","1","5","SBI4"
"93.19","Overige sportactiviteiten","R","93","1","9","SBI4"
"93.19.1","Beroepssportlieden","R","93","1","9","SBI4"
"93.19.2","Hengelsport","R","93","1","9","SBI4"
"93.19.3","Verzorgen van vistochten","R","93","1","9","SBI4"
"93.19.4","Supportersverenigingen (sport)","R","93","1","9","SBI4"
"93.19.5","Organiseren van sportevenementen","R","93","1","9","SBI4"
"93.19.6","Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport","R","93","1","9","SBI4"
"93.19.9","Overige sportactiviteiten n.e.g.","R","93","1","9","SBI4"
"93.2","Overige recreatie","R","93","2",,"SBI3"
"93.21","Pret- en themaparken; kermisattracties","R","93","2","1","SBI4"
"93.21.1","Pret- en themaparken","R","93","2","1","SBI4"
"93.21.2","Kermisattracties","R","93","2","1","SBI4"
"93.29","Overige recreatie n.e.g.","R","93","2","9","SBI4"
"93.29.1","Jachthavens","R","93","2","9","SBI4"
"93.29.9","Overige recreatie n.e.g.(geen jachthavens)","R","93","2","9","SBI4"
"S","Overige dienstverlening","S",,,,"SBI1"
"94","Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs ","S","94",,,"SBI2"
"94.1","Bedrijfs-, werkgevers- en beroepsorganisaties","S","94","1",,"SBI3"
"94.11","Bedrijfs- en werkgeversorganisaties","S","94","1","1","SBI4"
"94.12","Beroepsorganisaties","S","94","1","2","SBI4"
"94.2","Werknemersorganisaties","S","94","2",,"SBI3"
"94.20","Werknemersorganisaties","S","94","2","0","SBI4"
"94.9","Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs","S","94","9",,"SBI3"
"94.91","Levensbeschouwelijke organisaties","S","94","9","1","SBI4"
"94.91.1","Religieuze organisaties","S","94","9","1","SBI4"
"94.91.9","Overige levensbeschouwelijke organisaties","S","94","9","1","SBI4"
"94.92","Politieke organisaties","S","94","9","2","SBI4"
"94.99","Overige belangen- en ideële organisaties; hobbyclubs","S","94","9","9","SBI4"
"94.99.1","Gezelligheidsverenigingen","S","94","9","9","SBI4"
"94.99.2","Hobbyclubs","S","94","9","9","SBI4"
"94.99.3","Steunfondsen (niet op het gebied van welzijnszorg)","S","94","9","9","SBI4"
"94.99.4","Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering","S","94","9","9","SBI4"
"94.99.5","Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids-","S","94","9","9","SBI4"
"94.99.6","Overige ideële organisaties n.e.g.","S","94","9","9","SBI4"
"94.99.7","Overige belangenbehartiging n.e.g.","S","94","9","9","SBI4"
"95","Reparatie van computers en consumentenartikelen","S","95",,,"SBI2"
"95.1","Reparatie van computers en communicatieapparatuur","S","95","1",,"SBI3"
"95.11","Reparatie van computers en randapparatuur","S","95","1","1","SBI4"
"95.12","Reparatie van communicatieapparatuur","S","95","1","2","SBI4"
"95.2","Reparatie van consumentenartikelen (geen computers, communicatieapparatuur, auto's en ","S","95","2",,"SBI3"
"95.21","Reparatie van consumentenelektronica (geen computers)","S","95","2","1","SBI4"
"95.22","Reparatie van elektrische huishoudelijke apparaten ","S","95","2","2","SBI4"
"95.23","Reparatie van schoenen en lederwaren","S","95","2","3","SBI4"
"95.24","Reparatie en stoffering van meubels","S","95","2","4","SBI4"
"95.25","Reparatie van uurwerken en juweliersartikelen","S","95","2","5","SBI4"
"95.29","Reparatie van overige consumentenartikelen","S","95","2","9","SBI4"
"96","Wellness en overige dienstverlening; uitvaartbranche","S","96",,,"SBI2"
"96.0","Wellness en overige dienstverlening; uitvaartbranche","S","96","0",,"SBI3"
"96.01","Reinigen van kleding en textiel","S","96","0","1","SBI4"
"96.01.1","Wasserijen en linnenverhuur","S","96","0","1","SBI4"
"96.01.2","Chemische wasserijen en ververijen","S","96","0","1","SBI4"
"96.01.3","Wassalons en -verzendinrichtingen","S","96","0","1","SBI4"
"96.02","Haar- en schoonheidsverzorging","S","96","0","2","SBI4"
"96.02.1","Haarverzorging","S","96","0","2","SBI4"
"96.02.2","Schoonheidsverzorging, pedicures en manicures","S","96","0","2","SBI4"
"96.03","Uitvaartverzorging, crematoria, mortuaria en begraafplaatsen","S","96","0","3","SBI4"
"96.03.1","Uitvaartverzorging","S","96","0","3","SBI4"
"96.03.2","Crematoria, mortuaria en begraafplaatsen","S","96","0","3","SBI4"
"96.04","Sauna's, solaria, baden e.d.","S","96","0","4","SBI4"
"96.09","Overige dienstverlening n.e.g.","S","96","0","9","SBI4"
"T","Huishoudens als werkgever; niet-gedifferentieerde productie van goederen en diensten    door huishoudens voor eigen gebruik","T",,,,"SBI1"
"97","Huishoudens als werkgever van huishoudelijk personeel","T","97",,,"SBI2"
"97.0","Huishoudens als werkgever van huishoudelijk personeel","T","97","0",,"SBI3"
"97.00","Huishoudens als werkgever van huishoudelijk personeel","T","97","0","0","SBI4"
"98","Niet-gespecificeerde productie van goederen en diensten door particuliere huishoudens voor eigen ","T","98",,,"SBI2"
"98.1","Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik","T","98","1",,"SBI3"
"98.10","Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik","T","98","1","0","SBI4"
"98.2","Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik","T","98","2",,"SBI3"
"98.20","Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik","T","98","2","0","SBI4"
"U","Extraterritoriale organisaties en lichamen","U",,,,"SBI1"
"99","Extraterritoriale organisaties en lichamen","U","99",,,"SBI2"
"99.0","Extraterritoriale organisaties en lichamen","U","99","0",,"SBI3"
"99.00","Extraterritoriale organisaties en lichamen","U","99","0","0","SBI4"
